,Host,Dokumente,Land,Date
860,Open Journal System Heidelberg (Universitätsbibliothek Heidelberg),1301,de,2010-02-25
861,Nepal Journals Online (NepJOL),4735,np,2010-02-25
862,Bangladesh Journals Online (BanglaJOL),7578,bd,2010-02-25
863,Xiamen University Institutional Repository / 厦门大学学术典藏库,17984,cn,2010-02-23
864,National Taiwan University Institutional Repository (NTUR) / 臺灣機構典藏,183552,tw,2010-02-23
865,Swedish ICT: Online Digital Archive,2099,se,2010-02-22
866,Publikationsserver der Berlin-Brandenburgischen Akademie der Wissenschaften (BBAW),1940,de,2010-02-22
867,Newcastle University Library ePrints Service,1181,uk,2010-02-22
868,Lund Univ.: Xerxes - Examensarbeten i fulltext från Lunds Univ.,20144,se,2010-02-22
869,Canadian Bulletin of Medical History / Bulletin canadien d'histoire de la médecine,1024,ca,2010-02-22
870,Taipei Medical University Repository (TMUR),51366,tw,2010-02-18
871,NSTDA STKS Knowledge Repository Thailand / ระบบจัดการเอกสารอิเล็กทรอนิกส์ของ สวทช.,11796,th,2010-02-18
872,NIVEL - Nederlands instituut voor onderzoek van de gezondheidszorg,2780,nl,2010-02-18
873,Madras Diabetes Research Foundation: Eprints@MDRF,562,in,2010-02-18
874,"Journal of Pharmacy and BioAllied Sciences (Host: Open Publications, Open Publications Delhi, India)",8,in,2010-02-18
875,Helvia - Repositorio Institucional de la Universidad de Córdoba,6767,es,2010-02-18
876,GINMU - Global Institutional Repository of Nara Medical University / 奈良県立医科大学機関リポジトリ,1964,jp,2010-02-18
877,University of Cumbria: Insight,943,uk,2010-02-17
878,Qatar University: QU Institutional Repository,3055,qa,2010-02-17
879,Instituut voor Natuur- en Bosonderzoek (INBO): Open Natuur Archief,1505,be,2010-02-17
880,"Biblioteka Multimedialna Teatrnn.pl (Ośrodek Brama Grodzka – Teatr NN, Lubin)",29165,pl,2010-02-17
881,"ArchEnviMat (Archeological Environmental Materials, CNR)",397,it,2010-02-17
882,University of Ottawa: uO Research,12623,ca,2010-02-16
883,Universidad de Las Palmas de Gran Canaria: ACCEDA,4072,es,2010-02-16
884,ProdINRA - Publication de l'INRA (Institut National de la Recherche Agronomique),10750,fr,2010-02-16
885,Onlainovaja Naunaja Infrastruktura: Sozionet / Онлайновая научная инфраструктура: Соционет,53,ru,2010-02-16
886,Harvard University: DASH - Digital Access to Scholarship at Harvard,7811,us,2010-02-16
887,Bucks New University: Bucks Knowledge Archive,271,uk,2010-02-16
888,Brock University Digital Repository,3741,ca,2010-02-16
889,Bowling Green State University (BGSU): Digital Resource Commons,3191,us,2010-02-16
890,Alliance Digital Repository (ADR) - The Colorado Alliance of Research Libraries,12780,us,2010-02-16
891,Goethe-Universität Frankfurt am Main: Edocs - Publikationssystem,29755,de,2010-02-15
892,CUIR - Chulalongkorn University Intellectual Repository / คลังปัญญาจุฬาฯ เพื่อประเทศไทย,19214,th,2010-02-15
893,Zeitschrift für Soziologie (ZfS - Universität Bielefeld),1203,de,2010-01-15
894,Katholische Univ. Eichstätt: Hochschulschriften Online (KU.opus),56,de,2009-12-22
895,Georg-August-Universität Göttingen: GoeScholar,2071,de,2009-12-22
896,Univ. Rostock: RosDok - Rostocker Dokumentenserver,698,de,2009-12-11
897,Christian-Albrechts-Univ. zu Kiel: MACAU (Multimediale Archivserver der CAU),2124,de,2009-12-11
898,Vtext - Scholarly Text and Research at Valdosta State University,347,us,2009-12-08
899,University of Kentucky: UKnowledge,727,us,2009-12-08
900,University of Cincinnati: Ohio Digital Resource Commons,136504,us,2009-12-08
901,Shiga University of Medical Science Repository / 滋賀医科大学機関リポジトリ,766,jp,2009-12-08
902,ARCA - IGC Repository (Access to Research and Communication Annals: Instituto Gulbenkian de Ciência),116,pt,2009-12-08
903,Università IUAV di Venezia: D-L Ricerca,244,it,2009-12-07
904,The Learning Exchange - Institute for Research and Innovation in Social Services (IRISS),327,uk,2009-12-07
905,Sycamore Scholars at Indiana State University,3652,us,2009-12-07
906,Selçuk Üniversitesi: SÜ Sosyal Bilimler Enstitüsü - Dergisi Açık Arşivi,700,tr,2009-12-07
907,International Free and Open Source Software Law Review (IFOSS L Rev.),40,uk,2009-12-07
908,FACECLA - Faculdade Cenecista de Campo Largo: Open Journal Systems (E-Journals),471,br,2009-12-07
909,Diponegoro University: Institutional Repository (UNDIP-IR),31206,id,2009-12-07
910,Biblioteca Virtual de Andalucía,103359,es,2009-12-07
911,École Polytechnique de Montréal: PolyPublie,551,ca,2009-11-23
912,Universitäts- und Landesbibliothek Darmstadt: Digitale Sammlungen,3527,de,2009-11-23
913,Staats- und Universitätsbibliothek Hamburg: Hamburg University Press,105,de,2009-11-23
914,Spectrum: Concordia University Research Repository (Montreal),8938,ca,2009-11-23
915,Public History Review,74,au,2009-11-23
916,Provincial China (E-Journal),30,au,2009-11-23
917,"National Metallurgical Laboratory, Jamshedpur: Eprints@NML",8129,in,2009-11-23
918,Unscrunched (E-Journal),1256,au,2009-11-20
919,Transforming Cultures eJournal,121,au,2009-11-20
920,Sydney Journal (University of Technology Sydney),76,au,2009-11-20
921,Public Space: The Journal of Law and Social Justice,40,au,2009-11-20
922,PORTAL - Journal of Multidisciplinary International Studies,192,au,2009-11-20
923,Cosmopolitan Civil Societies: An Interdisciplinary Journal,90,au,2009-11-20
924,Commonwealth Journal of Local Governance,120,au,2009-11-20
925,Revista de Educação e Pesquisa em Contabilidade (REPeC),451,br,2009-11-17
926,Open Access Journal Hosting (Univ. of British Columbia),1971,ca,2009-11-17
927,"Memorial University Libraries, Canada: Electronic Journals",158,ca,2009-11-17
928,Wissens-Werk.de,59,de,2009-11-16
929,LOGOS - Freie Zeitschrift für wissenschaftliche Philosophie,3,de,2009-11-16
930,AgEcon Search - Research in Agricultural & Applied Economics,52105,us,2009-11-09
931,Hochschule Neu-Ulm (HNU): OPUS,20,de,2009-10-12
932,Hochschule für angewandte Wissenschaften FH München (HM): OPUS,14,de,2009-10-12
933,Hochschule für Angewandte Wissenschaft - FH Hof: OPUS Hof,8,de,2009-10-12
934,"UCLA Library (Univ. of California, Los Angeles): Digital Collections",261084,us,2009-10-05
935,Technische Universität Kaiserslautern: Kluedo - Kaiserslauterer uniweiter elektronischer Dokumentenserver,2529,de,2009-10-05
936,"Social Research in Transport (SORT) Clearinghouse (Monash Univ., Australia)",906,au,2009-10-05
937,RepHipUNR - Repositorio Hipermedial de la Universidad Nacional de Rosario,841,ar,2009-10-05
938,DSpace@Kanagawa Institute of Technology / 神奈川工科大学リポジトリ,18768,jp,2009-10-05
939,Digital Repository of the University of Hawaii at Manoa,22406,us,2009-10-05
940,Universidad de Burgos: Trabajos Académicos,78,es,2009-09-28
941,Fitness & Performance Journal,323,br,2009-09-28
942,"Bulletin of the Polytechnic Institute of Jassy, Construction and Architecture Section",85,ro,2009-09-28
943,Universidad de La Salle: TEGRA (Tesis de Grado),16818,co,2009-09-23
944,South African Family Practice (E-Journal),1802,za,2009-09-23
945,Repositorio Institucional da Universidade de Santiago de Compostela,4648,es,2009-09-23
946,JISTEM - Journal of Information Systems and Technology Management,250,br,2009-09-23
947,"Institute of Mathematics and Informatics, Bulgarian Academy of Sciences: DSpace",1390,bg,2009-09-23
948,Bibliothèque de Toulouse: Bibliothèque Numérique,58065,fr,2009-09-23
949,Base de publications de recherche de l'université Paris-Dauphine,9152,fr,2009-09-23
950,"University of Windsor, Ontario: Open Journal Systems",1307,ca,2009-09-22
951,National Institute of Technology Rourkela (Indien): ethesis@nitr,1813,in,2009-09-21
952,NARCIS - National Academic Research and Collaborations Information System (Niederlande),156,nl,2009-09-21
953,Fundação Getulio Vargas: Biblioteca Digital da FGV,9109,br,2009-09-21
954,Correspondances scientifiques (CRHST-CNRS),2856,fr,2009-09-21
955,Abertay University: Abertay Research Collections (ARC),1132,uk,2009-09-16
956,Western Kentucky University (WKU): TopScholar,8970,us,2009-09-15
957,University of South Carolina: Lowcountry Digital Library,49569,us,2009-09-15
958,"The College of William and Mary, Williamsburg, Virginia",13898,us,2009-09-15
959,"DigitalCommons@Liberty University (Lynchburg, VA)",7282,us,2009-09-15
960,RECyT (Repositorio Español de Ciencia y Tecnología),7443,es,2009-09-11
961,UHI Millennium Institute: UHI Research Repository,174,uk,2009-09-08
962,Sveriges lantbruksuniv. (SLU): Epsilon Archive for Student Theses,2703,se,2009-09-08
963,Flacso Andes (Facultad Latinoamericana de Ciencias Sociales): Repositorio Digital,3293,ec,2009-09-08
964,Bulletin of Applied Mechanic (E-Journal),132,cz,2009-09-08
965,Archivio Istituzionale ad Accesso Aperto dell'Università degli Studi di Ferrara (eprintsUnife),269,it,2009-09-08
966,Aisberg - Archivio istituzionale dell'Università di Bergamo,8131,it,2009-08-31
967,Sveučilište u Zagrebu: Digitalni arhiv Filozofskog fakulteta u Zagrebu,987,hr,2009-08-24
968,"Repositorio de la Escuela Superior Politécnica del Litoral (ESPOL, Ecuador)",19451,ec,2009-08-24
969,Universidad de Antioquia (UdeA): Biblioteca Digital,1060,co,2009-08-21
970,Theseus (Digital collections of Finnish Universities of Applied Sciences),43307,fi,2009-08-21
971,Swansea University: Cronfa,544,uk,2009-08-21
972,Hitotsubashi University: HERMES-IR / 一橋大学機関リポジトリ,18523,jp,2009-08-21
973,Gunma University Academic Information Repository (GAIR) / 群馬大学学術情報リポジトリ,5403,jp,2009-08-21
974,Cyprus University of Technology: Ktisis Institutional Repository / Τεχνολογικό Πανεπιστήμιο Κύπρου: Κτίσις,5286,cy,2009-08-21
975,Aston University Research Archive (AURA),9160,uk,2009-08-21
976,Universidade de Brasília: Repositório Institucional da UnB,9392,br,2009-08-20
977,Ritsumeikan University: R-Cube (Ritsumeikan Research Repository),3188,jp,2009-08-20
978,OPERA - Osaka Prefecture University Education and Research Archives / 大阪府立大学学術情報リポジトリ,8170,jp,2009-08-20
979,Boise State University: Scholar Works,7633,us,2009-08-20
980,National-Louis University: OASIS - The NLU Digital Commons,226,us,2009-08-19
981,eCite UTAS (University of Tasmania),52894,au,2009-08-19
982,Digital Commons@Butler University,4463,us,2009-08-19
983,College of DuPage: DigitalCommons@C.O.D.,932,us,2009-08-19
984,University of South Africa: UNISA Institutional Repository,5003,za,2009-08-18
985,Revista Universo Contábil (Universidade Regional de Blumenau),383,br,2009-08-18
986,Revista Brasileira de Informática na Educação (Comissão Especial de Informática na Educação),134,br,2009-08-18
987,Libertas Academica (Open Access Peer Reviewed Medical Journals),2065,nz,2009-08-18
988,"Jurnal Teknik Sipil (Petra Christian Univ., Indonesia)",18,id,2009-08-18
989,"Jurnal Keilmuan dan Terapan Teknik Mesin (Petra Christian Univ., Indonesia)",196,id,2009-08-18
990,Dove Medical Press,7715,us,2009-08-18
991,"DIMENSI - Jurnal Teknik Arsitektur (Petra Christian Univ., Indonesia)",208,id,2009-08-18
992,"Antíteses (E-Journal, Universidade Estadual de Londrina)",230,br,2009-08-18
993,"Nirmana - Jurnal Desain Komunikasi Visual (Petra Christian Univ., Indonesia)",149,id,2009-08-17
994,"Neptunus - Majalah Ilmiah Kelautan (Petra Christian Univ., Indonesia)",15,id,2009-08-17
995,"k@ta - A Biannual Publication on the Study of Language and Literature (Petra Christian Univ., Indonesia)",158,id,2009-08-17
996,"Jurnal Teknik Industri (Petra Christian Univ., Indonesia)",184,id,2009-08-17
997,"Jurnal Teknik Elektro (Petra Christian Univ., Indonesia)",127,id,2009-08-17
998,"Jurnal Manajemen Perhotelan (Petra Christian Univ., Indonesia)",30,id,2009-08-17
999,"Jurnal Manajemen Pemasaran (Petra Christian Univ., Indonesia)",35,id,2009-08-17
1000,"Jurnal Manajemen dan Kewirausahaan (Petra Christian Univ., Indonesia)",188,id,2009-08-17
1001,"Jurnal Ilmiah Widya Warta (Petra Christian University, Indonesia)",10,id,2009-08-17
1002,"Jurnal Ilmiah Scriptura (Petra Christian Univ., Indonesia)",40,id,2009-08-17
1003,ikor (Sapporo Medical University Information and Knowledge Repository) / 札幌医科大学学術機関リポジトリ,4789,jp,2009-08-17
1004,"GEMATIKA - Jurnal Manajemen Informatika (Petra Christian Univ., Indonesia)",12,id,2009-08-17
1005,"GEMATEK - Jurnal Teknik Komputer (Petra Christian Univ., Indonesia)",12,id,2009-08-17
1006,TED Ankara Koleji IB Tezleri,317,tr,2009-08-13
1007,Università degli Studi di Trento: Unitn-eprints.PhD,428,it,2009-08-12
1008,Universitat Politécnica de Valencia: RiuNet,10622,es,2009-08-12
1009,Repositorio Institucional de Asturias (Host: Universidad de Oviedo),765,es,2009-08-12
1010,LUISS  Guido Carli - Libera Università Internazionale degli Studi Sociali: LUISSearch,905,it,2009-08-12
1011,Leeds Metropolitan University: LeedsMet Repository,1905,uk,2009-08-12
1012,Friedrich-Ebert-Stiftung: OPUS-Dokumentenserver,1331,de,2009-08-12
1013,Biblioteca Digital de la Universidad de Oviedo: digiBUO,1617,es,2009-08-12
1014,Cape Peninsula University of Technology: Digital Knowledge,1748,za,2009-08-07
1015,"University College Cork, Ireland: Cork Open Research Archive (CORA)",372,ie,2009-08-06
1016,The University of Warwick: Digital Collections,1816,uk,2009-08-06
1017,Repository of the Library of the Hungarian Academy of Sciences / Magyar Tudományos Akadémia Könyvtára (MTAK),2852,hu,2009-08-06
1018,"LEO, Letteratura Elettronica Online: Portale delle Riviste Italiane per l'Università e la Ricerca",674,it,2009-08-06
1019,Kypriana - The online portal of the Cyprus Cultural Heritage,19262,cy,2009-08-06
1020,Kharkiv National University: Electronic Archive  (eKhNUIR) / Харківського національного університету: Електронного архіву,5412,ua,2009-08-06
1021,"Jurnal Kewirausahaan (Petra Christian University, Indonesia)",12,id,2009-08-05
1022,"Jurnal Informatika (Petra Christian University, Indonesia)",167,id,2009-08-05
1023,"Jurnal Akuntansi dan Keuangan (Petra Christian University, Indonesia)",130,id,2009-08-05
1024,"Journal of Politics in Latin America (GIGA Institute of Asian Studies, Hamburg)",47,de,2009-08-05
1025,"Journal of Current Chinese Affairs (GIGA Institute of Asian Studies, Hamburg)",88,de,2009-08-05
1026,"Journal of Current Southeast Asian Affairs (GIGA Institute of Asian Studies, Hamburg)",90,de,2009-07-08
1027,"Africa Spectrum (GIGA Institute of Asian Studies, Hamburg)",85,de,2009-07-08
1028,University of Liverpool Research Archive,814,uk,2009-07-07
1029,repositório.UL - Recursos digitais da Universidade de Lisboa,5613,pt,2009-07-07
1030,"University of Twente, Electrical Engineering, Mathematics and Computer Science: EEMCS EPrints Service",12764,nl,2009-06-24
1031,Universidad de Burgos: Repositorio de Tesis Doctorales,114,es,2009-06-24
1032,"St. Luke's College of Nursing, Tokyo: SLCN e-Quilt / 聖路加看護大学",6772,jp,2009-06-24
1033,Publikationsserver des Robert Koch-Instituts,2192,de,2009-06-24
1034,Pontifícia Universidade Católica do Paraná: Publicações do Reitor,67,br,2009-06-24
